borough,dbn,neighborhood,borough_code,district,school_name,year,total_enrollment,female_rate,male_rate,asian_rate,black_rate,hispanic_rate,other_rate,white_rate,disabilities_rate,ell_rate,poverty_rate,total_schooldays,presence_rate,absense_rate,release_rate,total_cohort,graduation_rate,dropout_rate,diversity_index
Queens,29Q248,Springfield Gardens North,Q,29,Queens Preparatory Academy,2013,465,45.2,54.8,5.2,81.5,8.6,4.5,0.2,14.2,4.3,72.3,165.0,84.99,14.79,0.0,471.0,68.58,12.1,32.364599999999996
Queens,29Q259,Hollis,Q,29,Pathways College Preparatory School: A College Boa,2013,563,49.6,50.4,2.8,90.1,3.7,2.3,1.1,14.9,3.0,75.3,180.0,87.45,7.82,4.55,321.0,78.5,1.56,18.53960000000001
Queens,29Q265,Springfield Gardens North,Q,29,Excelsior Preparatory High School,2013,480,45.8,54.2,4.0,83.3,10.0,2.1,0.6,17.7,4.8,79.0,172.0,85.41,11.16,3.43,490.0,82.04,10.2,29.40339999999999
Queens,29Q272,Springfield Gardens North,Q,29,George Washington Carver High School for the Scien,2013,498,52.4,47.6,10.0,71.3,12.9,3.4,2.4,11.0,2.4,75.1,165.0,91.46,8.54,0.0,512.0,84.77,6.64,46.325799999999994
Queens,29Q283,Springfield Gardens North,Q,29,Preparatory Academy for Writers: A College Board S,2013,522,61.3,38.7,4.0,83.7,8.4,2.3,1.5,15.1,1.1,73.9,180.0,87.77,6.99,5.24,257.0,78.21,13.62,29.002099999999984
Queens,29Q326,Jamaica,Q,29,Cambria Heights Academy,2013,336,49.7,50.3,5.7,80.1,8.9,3.0,2.4,20.5,2.7,75.9,172.0,87.57,11.24,1.18,4.0,0.0,0.0,34.57530000000002
Queens,29Q327,St. Albans,Q,29,Eagle Academy for Young Men III,2013,345,0.0,100.0,1.4,90.7,3.8,2.0,2.0,22.6,0.3,69.9,179.0,91.23,8.19,0.0,,,,17.491100000000003
Queens,29Q492,Cambria Heights,Q,29,"Mathematics, Science Research and Technology Magnet High School",2013,416,39.4,60.6,7.5,77.4,10.6,3.1,1.4,9.9,6.0,81.7,165.0,82.41,16.83,0.5,550.0,76.0,6.91,38.2906
Queens,29Q498,Cambria Heights,Q,29,Humanities & Arts Magnet High School,2013,513,58.3,41.7,6.0,79.7,12.3,0.6,1.4,16.2,3.1,72.5,165.0,86.0,14.0,0.0,465.0,79.14,9.46,34.583
Queens,30Q258,Queensbridge-LIC,Q,30,Energy Tech High School,2013,119,15.1,84.9,22.7,10.9,41.2,11.8,13.4,17.6,6.7,77.3,171.0,92.31,5.98,0.85,,,,73.4966
Queens,30Q286,Old Astoria,Q,30,"Young Women's Leadership School, Astoria",2013,576,100.0,0.0,34.4,5.4,39.6,0.3,20.3,8.9,3.5,81.6,179.0,90.91,4.72,4.2,164.0,94.51,0.0,68.07140000000001
Queens,30Q301,Hunters Point-Sunnyside,Q,30,Academy for Careers in Television and Film,2013,470,46.4,53.6,5.7,17.2,56.2,0.9,20.0,18.1,2.6,68.5,165.0,93.36,6.64,0.0,388.0,96.91,1.55,61.124199999999995
Queens,30Q445,Astoria,Q,30,William Cullen Bryant High School,2013,2627,43.5,56.5,27.5,6.3,49.4,0.6,16.2,12.7,16.7,72.6,165.0,89.36,10.6,0.0,3772.0,66.25,18.56,65.009
Queens,30Q450,Astoria,Q,30,Long Island City High School,2013,2522,48.9,51.1,15.2,11.7,62.1,0.9,10.1,16.3,13.0,78.8,165.0,78.53,21.43,0.0,4063.0,62.47,14.15,56.7284
Queens,30Q501,Astoria,Q,30,Frank Sinatra School of the Arts High School,2013,756,70.8,29.2,9.1,15.2,29.5,1.2,45.0,5.2,0.4,39.4,165.0,94.01,5.86,0.0,936.0,95.09,0.64,67.89460000000001
Queens,30Q502,Hunters Point-Sunnyside,Q,30,Information Technology High School,2013,920,29.0,71.0,16.1,16.3,57.9,0.9,8.8,15.8,10.7,81.3,165.0,88.69,11.31,0.0,1100.0,74.64,10.64,60.4444
Queens,30Q555,Queensbridge-LIC,Q,30,Newcomers High School,2013,929,46.5,53.5,40.3,3.3,50.9,0.3,5.2,1.1,87.1,91.8,166.0,88.19,11.81,0.0,1314.0,71.0,16.29,57.4708
Queens,30Q575,Queensbridge-LIC,Q,30,Academy of American Studies,2013,810,57.0,43.0,30.4,8.3,35.7,0.4,25.3,8.4,3.3,73.1,164.0,93.03,6.72,0.0,830.0,91.81,3.61,70.92209999999999
Queens,30Q580,Queensbridge-LIC,Q,30,Baccalaureate School for Global Education,2013,500,55.4,44.6,44.8,2.0,19.0,2.2,32.0,0.6,0.0,44.6,180.0,93.59,2.61,3.61,286.0,99.3,0.0,65.9912
Staten Island,31R047,Todt Hill-Heartland Village,R,31,CSI High School for International Studies,2013,527,57.7,42.3,11.6,11.6,19.4,0.4,57.1,16.3,0.4,43.8,165.0,94.08,5.73,0.0,624.0,98.24,1.28,60.93949999999999
Staten Island,31R064,Todt Hill-Heartland Village,R,31,Gaynor McCown Expeditionary Learning School,2013,467,53.3,46.7,5.6,12.6,16.5,13.5,51.8,23.1,0.4,51.0,165.0,88.7,11.09,0.0,346.0,83.82,5.2,66.7214
Staten Island,31R080,Todt Hill-Heartland Village,R,31,The Michael J. Petrides School,2013,1272,48.9,51.1,8.5,19.7,18.8,1.3,51.8,23.7,1.2,49.4,179.0,91.77,6.8,1.42,642.0,91.28,2.49,65.0129
Staten Island,31R440,New Dorp,R,31,New Dorp High School,2013,2734,48.5,51.5,7.4,11.9,27.5,2.3,50.8,19.4,4.8,57.9,165.0,87.57,11.53,0.9,3075.0,76.2,11.84,64.61449999999999
Staten Island,31R445,Port Richmond,R,31,Port Richmond High School,2013,1794,47.2,52.8,6.6,29.2,41.4,1.2,21.6,26.6,5.5,66.8,165.0,86.0,13.95,0.0,2761.0,63.6,18.0,69.2184
Staten Island,31R450,New Brighton-St. George,R,31,Curtis High School,2013,2396,53.0,47.0,7.2,38.8,33.6,0.5,20.0,18.9,5.8,74.6,165.0,88.62,11.21,0.08,3068.0,77.84,14.8,69.13510000000001
Staten Island,31R455,Annadale-Huguenot-Princes Bay,R,31,Tottenville High School,2013,3957,48.7,51.3,4.6,1.9,10.7,1.1,81.6,15.3,1.0,31.0,165.0,90.18,9.72,0.1,4893.0,86.08,6.7,32.00970000000001
Staten Island,31R460,Todt Hill-Heartland Village,R,31,Susan E. Wagner High School,2013,3461,48.3,51.7,13.4,11.4,25.9,0.5,48.7,20.1,3.2,57.0,165.0,89.37,10.54,0.06,3942.0,80.7,8.7,66.4773
Staten Island,31R600,New Brighton-St. George,R,31,Ralph R. McKee Career and Technical Education High,2013,632,29.7,70.3,5.2,32.8,40.8,0.5,20.7,25.9,2.8,69.8,165.0,83.99,15.85,0.0,864.0,65.86,12.5,68.0374
Staten Island,31R605,New Dorp,R,31,Staten Island Technical High School,2013,1235,42.8,57.2,36.1,1.1,5.4,0.6,56.8,1.1,0.2,31.7,165.0,95.62,3.73,0.57,1228.0,99.76,0.16,54.39820000000001
Brooklyn,32K168,Bushwick,K,32,The Brooklyn School for Math and Research,2013,203,41.4,58.6,2.0,52.2,41.4,2.0,2.5,17.7,12.3,89.2,165.0,87.0,12.5,0.0,2.0,0.0,0.0,55.4695
Brooklyn,32K403,Bushwick,K,32,Academy for Environmental Leadership,2013,352,52.8,47.2,1.4,17.0,79.3,0.9,1.4,24.1,38.6,100.0,165.0,81.71,18.29,0.0,490.0,70.41,18.37,34.17780000000001
Brooklyn,32K545,Bushwick,K,32,EBC High School for Public Service - Bushwick,2013,513,44.6,55.4,0.8,8.8,89.3,0.8,0.4,19.9,18.7,93.0,165.0,84.51,15.49,0.0,759.0,70.36,17.79,19.466299999999993
Brooklyn,32K549,Bushwick,K,32,Bushwick School for Social Justice,2013,416,53.6,46.4,0.2,22.8,74.5,1.2,1.2,20.0,16.1,100.0,165.0,81.0,18.75,0.0,537.0,63.31,16.76,39.2699
Brooklyn,32K552,Bushwick,K,32,Academy of Urban Planning,2013,313,46.0,54.0,1.6,27.8,69.0,1.0,0.6,27.8,28.8,96.5,165.0,78.69,20.62,0.34,562.0,58.19,20.28,44.622400000000006
Brooklyn,32K554,Bushwick,K,32,All City Leadership Secondary School,2013,333,52.6,47.4,6.3,11.4,78.7,0.3,3.3,5.7,1.5,91.0,180.0,92.15,3.93,3.63,179.0,97.21,0.0,36.25679999999999
Brooklyn,32K556,Bushwick,K,32,Bushwick Leaders High School for Academic Excellence,2013,362,48.9,51.1,1.1,20.2,77.9,0.6,0.3,21.0,16.0,95.6,165.0,81.28,18.44,0.0,567.0,58.91,19.93,35.218899999999984
Manhattan,01M292,Lower East Side,M,1,Orchard Collegiate Academy,2014,255,37.6,62.4,12.5,25.9,55.7,2.4,3.5000000000000004,32.5,11.8,89.0,182.0,73.6,20.4,6.0,354.0,57.06,23.16,60.524399999999986
Manhattan,01M448,Lower East Side,M,1,University Neighborhood High School,2014,304,37.8,62.2,30.3,24.3,41.1,0.7,3.6000000000000005,22.0,19.4,89.5,168.0,88.12,11.88,0.0,436.0,81.88,12.61,67.8876
Manhattan,01M450,East Village,M,1,East Side Community School,2014,666,47.0,53.0,9.3,21.5,56.49999999999999,2.0,10.8,27.500000000000004,1.2,74.2,178.0,94.21,4.73,0.91,419.0,82.58,5.97,61.383700000000005
Manhattan,01M509,Chinatown,M,1,Marta Valle High School,2014,363,56.7,43.3,5.8,39.9,51.0,0.6,2.8,28.4,9.1,86.0,169.0,76.68,23.03,0.0,332.0,52.71,22.29,57.65150000000001
Manhattan,01M539,Lower East Side,M,1,"New Explorations into Science, Technology and Math",2014,1735,51.5,48.5,33.3,9.1,11.0,5.1,41.6,3.8,0.1,28.2,182.0,93.4,3.59,2.95,661.0,96.97,1.51,69.3073
Manhattan,01M696,Lower East Side,M,1,Bard High School Early College,2014,545,59.8,40.2,17.1,17.2,18.5,1.7000000000000002,45.5,1.1,0.0,35.0,168.0,95.76,4.05,0.0,678.0,99.12,0.44,69.96359999999999
Manhattan,02M047,Gramercy,M,2,47 The American Sign Language and English Secondar,2014,169,64.5,35.5,1.2,28.4,64.5,0.6,5.3,25.4,4.7,83.4,168.0,88.1,11.9,0.0,203.0,73.89,7.88,50.032999999999994
Manhattan,02M135,Chinatown,M,2,The Urban Assembly School for Emergency Management,2014,193,56.99999999999999,43.0,5.7,28.000000000000004,62.7,1.0,2.6,19.7,7.3,80.8,168.0,87.89,11.58,0.0,,,,52.444599999999994
Manhattan,02M139,Clinton,M,2,Stephen T. Mather Building Arts & Craftsmanship Hi,2014,193,25.9,74.1,3.6000000000000005,24.4,61.7,1.6,8.8,29.5,7.8,85.0,169.0,87.89,11.58,0.0,,,,55.04789999999999
Manhattan,02M260,Chelsea-Union Sq,M,2,The Clinton School,2014,270,76.3,23.7,15.2,6.3,14.099999999999998,3.3000000000000003,61.1,17.0,1.1,20.7,180.0,97.03,2.6,0.0,,,,57.863600000000005
Manhattan,02M280,Chinatown,M,2,Manhattan Early College School for Advertising,2014,97,48.5,51.5,7.200000000000001,32.0,43.3,1.0,16.5,22.7,1.0,74.2,168.0,93.75,6.25,0.0,,,,67.7602
Manhattan,02M282,Chinatown,M,2,Urban Assembly Maker Academy,2014,103,42.7,57.3,10.7,24.3,45.6,9.7,9.7,5.8,3.9,81.6,168.0,90.29,8.74,0.0,,,,70.2748
Manhattan,02M288,Clinton,M,2,Food and Finance High School,2014,427,52.0,48.0,4.7,39.8,52.0,0.5,3.0,15.7,3.0,79.4,168.0,88.49,11.51,0.0,453.0,81.68,7.95,56.806200000000004
Manhattan,02M294,Chinatown,M,2,Essex Street Academy,2014,358,50.8,49.2,5.9,38.5,41.3,2.5,11.7,26.0,4.2,68.7,172.0,86.04,13.68,0.0,390.0,76.15,15.64,66.3411
Manhattan,02M296,Clinton,M,2,High School of Hospitality Management,2014,424,72.2,27.800000000000004,5.0,21.0,71.0,1.2,1.9,17.5,7.8,90.1,169.0,84.75,15.25,0.0,441.0,74.6,13.61,44.87949999999999
Manhattan,02M298,Chinatown,M,2,Pace High School,2014,423,60.5,39.5,13.699999999999998,27.9,45.4,11.1,1.9,11.6,1.2,80.9,168.0,92.67,7.09,0.0,486.0,92.8,4.73,68.45920000000001
Manhattan,02M300,Clinton,M,2,"Urban Assembly School of Design and Construction,",2014,414,30.2,69.8,6.0,29.5,59.7,1.9,2.9,20.8,6.3,80.9,168.0,83.13,16.87,0.0,420.0,70.24,11.67,55.1764
Manhattan,02M303,Clinton,M,2,"Facing History School, The",2014,406,47.0,53.0,1.7000000000000002,27.3,67.7,1.2,2.0,25.1,19.5,74.1,168.0,82.9,16.84,0.0,518.0,66.8,21.24,46.6309
Manhattan,02M305,Chinatown,M,2,"Urban Assembly Academy of Government and Law, The",2014,329,58.1,41.9,5.8,41.9,49.2,0.3,2.7,18.8,3.3000000000000003,82.4,168.0,85.94,14.06,0.0,324.0,86.73,8.64,57.8273
Manhattan,02M308,Chinatown,M,2,Lower Manhattan Arts Academy,2014,383,70.0,30.0,8.4,28.2,56.7,3.4000000000000004,3.4000000000000004,30.0,4.2,62.7,169.0,89.54,10.19,0.0,324.0,77.47,11.11,58.961899999999986
Manhattan,02M316,Lower Manhattan,M,2,"Urban Assembly School of Business for Young Women,",2014,405,100.0,0.0,3.5000000000000004,52.8,39.5,2.2,2.0,18.5,4.4,81.5,168.0,79.8,19.95,0.0,407.0,77.4,11.06,56.3082
Manhattan,02M374,Gramercy,M,2,Gramercy Arts High School,2014,530,71.1,28.9,3.8,42.8,44.2,4.0,5.3,17.5,2.1,72.6,168.0,86.53,13.47,0.0,565.0,76.81,8.32,61.5599
Manhattan,02M376,SoHo-Tribeca,M,2,NYC iSchool,2014,442,57.70000000000001,42.3,8.4,19.9,39.8,2.9,29.0,12.9,0.2,45.9,168.0,94.08,5.92,0.0,484.0,96.69,2.07,70.99980000000001
Manhattan,02M392,Chelsea-Union Sq,M,2,MANHATTAN BUSINESS ACADEMY,2014,438,41.3,58.70000000000001,3.4000000000000004,28.300000000000004,62.1,2.7,3.4000000000000004,18.3,5.5,77.4,168.0,85.48,14.29,0.0,329.0,85.11,4.26,53.122899999999994
Manhattan,02M393,Clinton,M,2,Business Of Sports School,2014,449,27.800000000000004,72.2,2.2,36.3,59.20000000000001,1.1,1.1,22.3,7.3,62.4,168.0,84.76,15.24,0.0,345.0,70.43,11.59,51.70409999999998
Manhattan,02M399,Gramercy,M,2,The High School For Language And Diplomacy,2014,437,55.8,44.2,31.4,20.4,40.3,2.5,5.5,17.4,12.1,85.8,168.0,86.79,12.97,0.0,275.0,66.18,9.45,69.3729
Manhattan,02M400,Clinton,M,2,High School for Environmental Studies,2014,1301,50.4,49.6,15.1,14.800000000000002,62.8,0.8,6.6000000000000005,16.6,7.1,74.4,168.0,88.98,10.86,0.0,1599.0,86.49,6.25,55.6491
Manhattan,02M407,Gramercy,M,2,Institute for Collaborative Education,2014,482,48.1,51.9,6.6000000000000005,14.499999999999998,15.6,6.800000000000002,56.39999999999999,7.3,0.0,18.9,181.0,89.67,6.2,3.72,355.0,92.96,1.41,62.756299999999996
Manhattan,02M408,Clinton,M,2,Professional Performing Arts High School,2014,536,73.1,26.899999999999995,3.2,23.3,20.3,6.0,47.2,11.2,0.2,33.4,182.0,88.22,4.86,6.73,509.0,95.48,1.57,67.7094
Manhattan,02M411,Chelsea-Union Sq,M,2,Baruch College Campus High School,2014,451,59.6,40.4,54.50000000000001,6.2,14.400000000000002,1.3,23.5,10.0,0.2,59.6,168.0,97.1,2.45,0.45,540.0,100.0,0.0,62.3001
Manhattan,02M412,Chelsea-Union Sq,M,2,N.Y.C. Lab School for Collaborative Studies,2014,587,55.2,44.8,27.6,6.0,15.5,4.9,46.0,15.0,0.2,35.8,168.0,94.2,5.8,0.0,636.0,97.01,0.31,68.21979999999999
Manhattan,02M413,Gramercy,M,2,School of the Future High School,2014,713,50.8,49.2,14.6,10.4,30.3,9.0,35.8,15.1,0.7,37.7,181.0,95.19,4.67,0.0,433.0,92.15,2.77,73.9795
Manhattan,02M414,Chelsea-Union Sq,M,2,N.Y.C. Museum School,2014,471,55.2,44.8,34.0,12.7,39.7,1.3,12.3,7.6,0.6,72.8,169.0,94.9,5.1,0.0,551.0,98.19,0.0,69.5364
Manhattan,02M416,Lenox Hill,M,2,Eleanor Roosevelt High School,2014,541,59.5,40.5,20.1,4.4,10.9,3.1,61.4,5.9,0.0,24.6,168.0,96.3,3.51,0.0,637.0,99.69,0.31,56.7825
Manhattan,02M418,Lower Manhattan,M,2,Millennium High School,2014,659,63.6,36.4,38.2,7.3,18.2,3.0,33.2,9.4,0.5,43.6,169.0,96.35,3.5,0.0,802.0,99.13,0.25,70.4499
Manhattan,02M419,Chelsea-Union Sq,M,2,Landmark High School,2014,355,53.2,46.8,3.9,23.4,68.5,2.5,1.7000000000000002,24.5,10.4,88.5,169.0,81.95,18.05,0.0,498.0,58.23,25.5,47.3584
Manhattan,02M420,Gramercy,M,2,High School for Health Professions and Human Servi,2014,1664,70.3,29.7,22.4,18.9,51.0,0.5,7.3,12.4,4.3,65.3,168.0,91.52,8.42,0.0,1928.0,89.63,5.45,64.8649
Manhattan,02M422,Chelsea-Union Sq,M,2,Quest to Learn,2014,564,28.7,71.3,9.6,15.4,36.2,5.0,33.9,31.2,2.3,42.4,182.0,89.13,7.13,3.57,,,,71.8603
Manhattan,02M425,Lower Manhattan,M,2,Leadership and Public Service High School,2014,699,57.4,42.6,3.9,28.300000000000004,61.9,1.7000000000000002,4.1,20.3,6.7,75.8,169.0,79.17,20.68,0.0,712.0,69.8,11.24,53.325900000000004
Manhattan,02M427,Murray Hill-Kips Bay,M,2,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,2014,334,50.6,49.4,2.7,4.8,91.0,0.0,1.5,3.3000000000000003,78.4,85.3,169.0,85.02,14.66,0.0,198.0,45.45,14.14,16.864199999999997
Manhattan,02M432,Murray Hill-Kips Bay,M,2,Murray Hill Academy,2014,283,47.3,52.7,6.7,32.9,54.79999999999999,1.4,4.2,25.8,3.9,79.9,168.0,81.34,18.66,0.0,260.0,60.77,19.23,58.50060000000001
Manhattan,02M437,Chelsea-Union Sq,M,2,Hudson High School of Learning Technologies,2014,483,33.3,66.7,6.4,29.4,59.4,1.7000000000000002,3.1,22.2,8.7,81.2,168.0,82.35,17.23,0.0,196.0,88.78,0.0,55.5382
Manhattan,02M438,Gramercy,M,2,International High School at Union Square,2014,353,43.9,56.10000000000001,30.6,14.2,45.3,0.0,9.9,4.8,86.4,87.8,166.0,83.28,16.42,0.0,189.0,34.92,10.58,67.119
Manhattan,02M439,Chelsea-Union Sq,M,2,Manhattan Village Academy,2014,415,67.5,32.5,7.200000000000001,9.6,67.2,8.7,7.200000000000001,11.3,2.7,75.9,168.0,98.3,1.46,0.0,554.0,99.64,0.0,52.1263
Manhattan,02M449,Lenox Hill,M,2,Vanguard High School,2014,486,53.90000000000001,46.1,7.400000000000001,27.0,57.60000000000001,3.3000000000000003,4.7,21.8,7.8,75.5,168.0,87.1,12.68,0.0,495.0,77.58,11.11,58.65499999999999
Manhattan,02M459,Lenox Hill,M,2,Manhattan International High School,2014,343,49.6,50.4,29.4,16.6,41.1,0.6,12.2,4.1,76.7,59.8,165.0,89.61,9.5,0.59,340.0,76.18,9.41,70.2167
Manhattan,02M475,Lower Manhattan,M,2,Stuyvesant High School,2014,3296,41.2,58.8,73.3,0.8,2.6,2.8,20.4,0.5,0.1,45.5,168.0,96.48,3.49,0.0,4122.0,98.62,0.12,41.95709999999999
Manhattan,02M489,Lower Manhattan,M,2,High School of Economics and Finance,2014,796,43.6,56.39999999999999,21.7,22.2,48.0,0.9000000000000001,7.200000000000001,14.3,6.0,79.4,169.0,88.65,11.22,0.0,835.0,81.68,10.66,66.7962
Manhattan,02M500,Murray Hill-Kips Bay,M,2,Unity Center for Urban Technologies,2014,284,35.2,64.8,6.0,27.500000000000004,58.8,2.8,4.9,23.9,6.7,89.4,168.0,86.33,13.31,0.0,338.0,70.41,21.3,57.18460000000001
Manhattan,02M507,Clinton,M,2,Urban Assembly Gateway School for Technology,2014,472,21.4,78.6,7.8,30.5,53.6,2.3,5.7,19.1,2.1,69.7,168.0,89.62,10.38,0.0,5.0,0.0,0.0,60.9817
Manhattan,02M519,Lenox Hill,M,2,Talent Unlimited High School,2014,506,82.4,17.6,4.9,33.6,39.9,1.8000000000000005,19.8,8.7,0.2,54.50000000000001,168.0,93.43,6.57,0.0,582.0,94.85,0.52,68.59740000000001
Manhattan,02M520,Chinatown,M,2,Murry Bergtraum High School for Business Careers,2014,971,48.6,51.4,8.9,46.1,41.0,1.1,2.9,20.3,10.7,72.9,168.0,72.81,27.08,0.0,2428.0,59.06,14.66,61.04959999999999
Manhattan,02M529,Midtown,M,2,Jacqueline Kennedy Onassis High School,2014,676,54.7,45.3,4.0,21.2,70.3,1.0,3.6000000000000005,18.6,5.9,78.3,168.0,80.18,19.67,0.0,883.0,69.31,14.95,45.7851
Manhattan,02M531,Midtown,M,2,Repertory Company High School for Theatre Arts,2014,246,84.6,15.4,1.6,37.8,50.0,2.0,8.5,12.6,3.7000000000000006,79.7,169.0,93.0,7.0,0.0,237.0,97.47,0.84,59.9235
Manhattan,02M533,Gramercy,M,2,Union Square Academy for Health Sciences,2014,319,72.7,27.3,16.0,20.4,56.7,2.2,4.7,14.400000000000002,10.3,78.4,168.0,89.66,9.09,1.25,2.0,0.0,0.0,60.860199999999985
Manhattan,02M534,West Village,M,2,Harvest Collegiate High School,2014,333,57.10000000000001,42.9,6.9,21.9,52.90000000000001,1.8000000000000005,16.5,24.3,2.1,63.1,168.0,90.94,9.06,0.0,,,,63.98879999999999
Manhattan,02M542,Clinton,M,2,Manhattan Bridges High School,2014,529,50.7,49.3,0.0,0.0,100.0,0.0,0.0,2.3,53.1,74.9,168.0,92.02,7.98,0.0,674.0,84.72,7.12,0.0
Manhattan,02M543,Chinatown,M,2,New Design High School,2014,441,66.0,34.0,5.9,31.3,56.89999999999999,2.3,3.6000000000000005,26.5,5.4,68.0,168.0,84.81,15.19,0.0,450.0,84.22,6.44,57.296400000000006
Manhattan,02M544,Clinton,M,2,Independence High School,2014,317,45.7,54.29999999999999,4.4,39.7,52.1,1.9,1.9,12.3,4.4,87.4,169.0,59.6,40.0,0.0,908.0,25.11,32.05,56.8292
Manhattan,02M545,Chinatown,M,2,High School for Dual Language and Asian Studies,2014,416,53.1,46.9,88.9,3.1,5.5,0.7,1.7000000000000002,1.9,23.6,88.7,168.0,98.07,1.69,0.0,426.0,97.42,0.7,20.535499999999995
Manhattan,02M546,Gramercy,M,2,Academy for Software Engineering,2014,344,20.9,79.1,10.8,29.100000000000005,45.9,5.2,9.0,23.8,2.3,73.8,168.0,92.46,7.25,0.0,,,,68.217
Manhattan,02M551,Governors Island,M,2,Urban Assembly New York Harbor School,2014,447,37.1,62.9,2.9,23.9,51.5,3.1,18.6,21.9,2.7,63.3,168.0,90.16,9.61,0.0,418.0,81.82,8.13,64.1256
Manhattan,02M580,Lower Manhattan,M,2,Richard R. Green High School of Teaching,2014,566,66.3,33.7,6.0,31.8,58.70000000000001,1.6,1.9,24.2,5.1,85.3,168.0,85.35,14.65,0.0,662.0,69.64,12.84,55.009
Manhattan,02M600,Chelsea-Union Sq,M,2,The High School of Fashion Industries,2014,1770,93.1,6.9,4.9,36.3,53.90000000000001,1.1,3.8,13.900000000000002,2.2,82.4,168.0,93.68,6.26,0.0,1814.0,91.68,3.53,57.37439999999998
Manhattan,02M605,Chelsea-Union Sq,M,2,Humanities Preparatory Academy,2014,209,53.1,46.9,3.8,28.7,54.50000000000001,3.8,9.1,12.9,3.3000000000000003,74.2,168.0,86.0,14.0,0.0,289.0,80.28,5.19,60.9437
Manhattan,02M615,SoHo-Tribeca,M,2,Chelsea Career and Technical Education High School,2014,439,39.6,60.4,8.2,28.7,57.2,2.5,3.4000000000000004,19.1,2.7,87.9,168.0,88.37,11.4,0.0,465.0,81.72,12.47,58.194199999999995
Manhattan,02M630,E. Midtown,M,2,Art and Design High School,2014,1476,58.70000000000001,41.3,8.5,24.1,54.89999999999999,1.8000000000000005,10.7,16.7,1.2,69.2,168.0,91.04,8.89,0.0,1478.0,85.52,4.53,62.15200000000001
Manhattan,02M655,Yorkville,M,2,Life Sciences Secondary School,2014,697,50.2,49.8,3.7000000000000006,29.100000000000005,62.3,1.7000000000000002,3.2,19.8,6.9,75.0,182.0,78.03,15.32,6.5,661.0,72.47,15.73,52.4508
Manhattan,03M299,Lincoln Square,M,3,The Maxine Greene HS for Imaginative Inquiry,2014,447,51.2,48.8,0.4,38.7,58.4,1.3,1.1,22.6,12.8,81.4,167.0,82.98,17.02,0.0,482.0,75.52,13.9,50.886900000000004
Manhattan,03M307,Lincoln Square,M,3,"Urban Assembly School for Media Studies, The",2014,412,53.6,46.4,2.2,36.4,57.49999999999999,2.2,1.7000000000000002,20.6,9.5,75.7,168.0,84.25,15.75,0.0,391.0,68.29,23.79,53.562200000000004
Manhattan,03M402,Upper West Side,M,3,The Urban Assembly School for Green Careers,2014,353,42.5,57.49999999999999,1.1,23.2,72.0,1.1,2.5,26.3,16.1,91.2,169.0,83.81,15.91,0.0,314.0,49.68,26.11,42.6909
Manhattan,03M403,Upper West Side,M,3,The Global Learning Collaborative,2014,496,48.6,51.4,2.4,24.8,66.5,0.8,5.4,23.8,13.3,86.5,168.0,87.06,12.73,0.0,363.0,65.01,22.04,49.2715
Manhattan,03M415,Central Harlem South,M,3,Wadleigh Secondary School for the Performing & Vis,2014,445,66.1,33.9,1.8000000000000005,53.29999999999999,43.4,0.9000000000000001,0.7,22.5,4.9,71.5,182.0,74.48,18.79,6.73,420.0,53.81,19.29,52.710100000000004
Manhattan,03M417,Upper West Side,M,3,Frank Mccourt High School,2014,387,59.20000000000001,40.8,8.8,15.8,40.3,3.4000000000000004,31.8,17.6,1.3,50.6,168.0,94.03,5.97,0.0,146.0,93.15,0.0,70.26030000000002
Manhattan,03M479,Clinton,M,3,Beacon High School,2014,1285,64.7,35.3,8.8,13.5,22.9,6.0,48.8,5.8,0.1,28.2,169.0,96.32,3.6,0.0,1409.0,98.79,0.43,67.9846
Manhattan,03M485,Lincoln Square,M,3,Fiorello H. LaGuardia High School of Music & Art a,2014,2635,73.1,26.899999999999995,19.4,11.3,19.2,5.4,44.7,2.3,0.0,30.8,168.0,95.4,4.53,0.0,3225.0,98.7,0.25,71.0006
Manhattan,03M492,Lincoln Square,M,3,"High School for Law, Advocacy and Community Justic",2014,510,55.7,44.3,2.4,42.0,52.5,0.8,2.4,16.3,5.9,90.4,168.0,84.6,15.4,0.0,571.0,76.88,13.66,54.6759
Manhattan,03M494,Lincoln Square,M,3,High School of Arts and Technology,2014,594,33.3,66.7,4.0,32.0,59.3,2.0,2.7,22.1,10.6,91.8,169.0,76.26,23.05,0.52,695.0,67.63,15.83,54.322199999999995
Manhattan,03M541,Lincoln Square,M,3,Manhattan / Hunter Science High School,2014,451,58.1,41.9,25.9,16.4,37.9,6.7,13.1,9.3,0.0,62.3,168.0,97.56,2.22,0.0,577.0,97.4,0.69,74.0732
Manhattan,03M859,Lincoln Square,M,3,Special Music School,2014,231,51.9,48.1,17.3,14.3,12.1,12.1,44.2,11.7,0.4,16.0,182.0,95.2,3.93,0.87,,,,72.49759999999999
Manhattan,03M860,Central Harlem South,M,3,Frederick Douglass Academy II Secondary School,2014,411,43.6,56.39999999999999,2.4,70.1,24.3,1.7000000000000002,1.5,23.1,9.0,73.2,182.0,76.07,17.38,6.55,327.0,70.64,14.37,44.84600000000001
