borough,dbn,neighborhood,borough_code,district,school_name,year,total_enrollment,female_rate,male_rate,asian_rate,black_rate,hispanic_rate,other_rate,white_rate,disabilities_rate,ell_rate,poverty_rate,total_schooldays,presence_rate,absense_rate,release_rate,total_cohort,graduation_rate,dropout_rate,diversity_index
Brooklyn,17K537,Flatbush,K,17,High School for Youth and Community Development at,2013,347,39.8,60.2,0.6,88.8,8.1,1.4,1.2,23.1,9.8,82.4,165.0,90.67,9.04,0.0,515.0,70.1,16.5,20.451899999999988
Brooklyn,17K539,Flatbush,K,17,High School for Service & Learning at Erasmus,2013,434,33.9,66.1,2.5,82.3,10.1,3.0,2.1,18.7,9.9,79.0,166.0,86.05,13.72,0.0,520.0,74.81,17.12,31.0504
Brooklyn,17K543,Flatbush,K,17,"Science, Technology and Research Early College High School at Erasmus",2013,532,50.6,49.4,2.6,87.0,7.0,2.8,0.6,3.0,0.0,81.4,179.0,91.03,3.93,4.86,374.0,96.26,1.6,23.67039999999999
Brooklyn,17K546,Prospect Lefferts Gardens,K,17,High School for Public Service: Heroes of Tomorrow,2013,439,70.2,29.8,4.3,80.0,13.9,0.9,0.9,8.9,1.1,86.8,165.0,92.63,7.14,0.0,434.0,96.08,0.69,33.866799999999984
Brooklyn,17K547,Crown Heights South,K,17,Brooklyn Academy of Science and the Environment,2013,477,42.1,57.9,4.2,79.9,13.0,1.5,1.5,15.3,5.9,82.4,165.0,90.68,9.11,0.0,560.0,70.71,11.79,34.24849999999998
Brooklyn,17K548,Crown Heights South,K,17,Brooklyn School for Music & Theatre,2013,399,67.4,32.6,0.3,84.7,13.5,0.3,1.3,14.0,0.0,83.7,165.0,88.86,11.14,0.0,411.0,71.78,12.41,26.417899999999996
Brooklyn,17K590,Crown Heights South,K,17,Medgar Evers College Preparatory School,2013,1248,54.5,45.5,2.3,92.5,3.2,1.7,0.3,3.0,0.5,73.9,179.0,87.73,6.78,5.49,910.0,97.47,0.66,14.252399999999987
Brooklyn,17K600,Crown Heights South,K,17,Clara Barton High School,2013,1525,73.9,26.1,1.6,91.2,4.8,1.5,0.9,14.8,10.5,81.2,165.0,87.49,12.51,0.0,2023.0,75.23,6.67,16.538999999999994
Brooklyn,17K745,Prospect Lefferts Gardens,K,17,Brooklyn Institute for Liberal Arts,2013,170,51.8,48.2,1.8,88.2,4.7,3.5,1.8,15.3,7.6,90.6,165.0,94.35,5.65,0.0,,,,21.79939999999999
Brooklyn,17K751,Crown Heights North,K,17,Academy for Health Careers,2013,314,72.9,27.1,2.5,86.9,8.3,1.6,0.6,15.9,2.9,92.0,166.0,83.17,16.51,0.0,9.0,0.0,0.0,23.70329999999997
Brooklyn,18K563,East Flatbush,K,18,It Takes a Village Academy,2013,513,42.9,57.1,0.4,91.8,4.9,1.9,1.0,15.4,23.0,84.8,165.0,89.82,9.98,0.0,422.0,90.05,6.64,15.439800000000014
Brooklyn,18K566,Canarsie,K,18,Brooklyn Generation School,2013,297,40.7,59.3,0.7,90.2,6.7,1.3,1.0,20.5,7.7,85.2,166.0,84.27,15.73,0.0,376.0,60.37,19.41,18.15890000000001
Brooklyn,18K567,Canarsie,K,18,Brooklyn Theatre Arts High School,2013,401,65.3,34.7,0.7,84.3,11.7,2.0,1.2,21.4,4.7,89.5,165.0,84.99,14.76,0.0,371.0,67.92,12.94,27.506900000000012
Brooklyn,18K569,East Flatbush,K,18,Kurt Hahn Expeditionary Learning School,2013,288,40.3,59.7,1.0,87.5,8.3,2.1,1.0,21.5,6.9,85.4,166.0,87.59,12.41,0.0,407.0,73.96,12.53,22.684499999999996
Brooklyn,18K576,Canarsie,K,18,Victory Collegiate High School,2013,332,45.2,54.8,0.9,90.4,6.6,1.2,0.9,20.5,2.4,79.8,165.0,88.24,11.46,0.0,383.0,87.73,5.48,17.81219999999999
Brooklyn,18K617,Canarsie,K,18,High School for Innovation in Advertising and Media,2013,313,33.5,66.5,1.6,86.3,7.7,1.3,3.2,20.8,6.4,81.8,164.0,85.2,14.47,0.0,287.0,68.64,12.54,24.7853
Brooklyn,18K629,East Flatbush,K,18,Cultural Academy for the Arts and Sciences,2013,309,46.0,54.0,0.6,90.3,7.1,1.6,0.3,24.9,7.4,83.2,165.0,82.11,17.57,0.0,262.0,71.76,5.34,17.924899999999987
Brooklyn,18K633,Canarsie,K,18,High School for Medical Professions,2013,441,72.8,27.2,2.7,81.6,13.6,1.8,0.2,12.9,2.5,92.3,165.0,91.3,8.47,0.0,438.0,94.98,1.37,31.459100000000017
Brooklyn,18K637,Canarsie,K,18,Academy for Conservation and the Environment,2013,280,36.8,62.9,3.2,84.6,8.2,1.8,2.1,21.8,7.1,80.0,166.0,84.36,15.27,0.0,270.0,62.22,12.59,27.57710000000001
Brooklyn,18K642,Canarsie,K,18,Urban Action Academy,2013,312,34.6,65.4,2.9,80.4,9.9,2.2,4.5,18.3,9.9,80.1,165.0,84.49,15.18,0.0,321.0,64.17,13.4,34.04329999999999
Brooklyn,19K404,East New York,K,19,Academy for Young Writers,2013,502,67.7,32.3,1.0,70.9,24.7,2.4,1.0,15.9,1.8,79.3,180.0,82.32,10.98,6.5,379.0,77.84,11.87,43.55339999999999
Brooklyn,19K409,East New York,K,19,East New York Family Academy,2013,468,51.7,48.3,1.5,68.4,28.6,1.1,0.4,10.7,1.3,85.0,180.0,87.07,7.76,4.96,325.0,87.38,3.38,44.99859999999999
Brooklyn,19K422,Bergen Beach,K,19,Spring Creek Community School,2013,169,52.1,47.9,1.2,75.1,22.5,0.6,0.6,21.3,1.8,92.9,179.0,92.12,7.88,0.0,,,,38.5158
Brooklyn,19K502,East New York,K,19,FDNY High School for Fire and Life Safety,2013,296,23.0,77.0,1.0,74.3,22.0,0.7,2.0,27.4,3.4,84.8,165.0,81.25,18.4,0.0,460.0,68.7,19.35,39.900200000000005
Brooklyn,19K504,East New York,K,19,High School for Civil Rights,2013,349,43.6,56.4,0.6,76.8,21.2,0.3,1.1,26.1,9.7,78.5,165.0,74.78,24.93,0.0,612.0,61.44,21.73,36.50659999999999
Brooklyn,19K507,East New York,K,19,Performing Arts and Technology High School,2013,428,53.0,47.0,0.2,79.9,19.2,0.5,0.2,18.7,2.3,93.0,165.0,80.95,18.81,0.0,534.0,68.35,21.91,32.470199999999984
Brooklyn,19K510,East New York,K,19,World Academy for Total Community Health High Scho,2013,309,60.5,39.5,1.3,79.0,16.2,1.9,1.6,19.1,6.8,86.4,165.0,80.33,19.34,0.0,497.0,69.22,14.08,34.88699999999999
Brooklyn,19K583,Cypress Hills,K,19,Multicultural High School,2013,322,47.5,52.5,0.0,0.0,99.7,0.0,0.3,1.6,93.2,94.7,165.0,75.82,23.86,0.0,512.0,40.43,29.88,0.5981999999999932
Brooklyn,19K615,East New York,K,19,Transit Tech Career and Technical Education High School,2013,1167,14.6,85.4,6.2,65.9,25.6,1.1,1.2,20.7,3.9,74.3,165.0,87.05,12.95,0.0,1547.0,76.86,10.73,49.60739999999999
Brooklyn,19K618,Cypress Hills,K,19,Academy of Innovative Technology,2013,440,23.9,76.1,6.6,43.6,45.9,2.3,1.6,23.2,10.7,80.5,165.0,79.33,20.43,0.0,425.0,58.12,11.29,59.4082
Brooklyn,19K639,Cypress Hills,K,19,Brooklyn Lab School,2013,364,37.1,62.9,3.8,34.1,59.1,1.9,1.1,22.3,18.1,86.5,165.0,70.61,29.11,0.0,410.0,50.98,22.2,53.25120000000001
Brooklyn,19K659,Cypress Hills,K,19,Cypress Hills Collegiate Preparatory School,2013,370,44.9,55.1,5.9,16.2,72.4,0.8,4.6,16.5,22.4,88.9,165.0,77.99,21.74,0.0,542.0,54.61,19.74,44.39189999999999
Brooklyn,19K660,East New York,K,19,W. H. Maxwell Career and Technical Education High,2013,463,70.2,29.8,0.6,67.6,29.8,0.9,1.1,33.5,8.0,88.8,166.0,77.12,22.88,0.0,996.0,65.06,20.38,45.39820000000001
Brooklyn,19K683,East New York,K,19,"The School for Classics: An Academy of Thinkers, Writers and Performers",2013,309,62.5,37.5,6.5,65.0,24.3,1.3,2.9,22.0,10.0,86.1,166.0,83.71,16.29,0.0,277.0,79.06,8.66,51.321600000000004
Brooklyn,20K445,Bensonhurst West,K,20,New Utrecht High School,2013,3362,41.5,58.5,38.1,4.3,28.8,0.7,28.1,16.8,21.2,76.3,165.0,85.02,14.95,0.0,3682.0,72.65,7.58,69.1036
Brooklyn,20K485,Bay Ridge,K,20,High School of Telecommunication Arts and Technolo,2013,1313,45.8,54.2,17.3,8.7,56.4,0.8,16.8,24.1,6.5,81.3,164.0,92.52,7.41,0.0,1493.0,86.07,6.83,61.6118
Brooklyn,20K490,Bay Ridge,K,20,Fort Hamilton High School,2013,4317,45.6,54.4,31.0,5.2,28.7,1.5,33.6,14.4,19.8,62.9,164.0,91.92,8.04,0.0,5553.0,69.73,14.89,70.5706
Brooklyn,20K505,Borough Park,K,20,Franklin Delano Roosevelt High School,2013,3130,43.0,57.0,41.1,11.1,28.1,0.6,19.1,13.4,36.2,81.4,165.0,85.28,14.69,0.0,4089.0,64.0,19.0,70.328
Brooklyn,20K609,Borough Park,K,20,Urban Assembly School for Criminal Justice,2013,485,100.0,0.0,41.0,28.0,20.2,0.8,9.9,14.4,10.7,91.1,178.0,86.04,8.96,4.79,6.0,0.0,0.0,70.2831
Brooklyn,21K337,Gravesend,K,21,International High School at Lafayette,2013,345,35.4,64.6,40.9,9.9,19.7,0.6,29.0,2.3,87.5,92.8,165.0,89.41,10.0,0.59,399.0,57.14,22.56,69.99730000000001
Brooklyn,21K344,West Brighton,K,21,Rachel Carson High School for Coastal Studies,2013,517,45.6,54.4,14.9,21.5,22.1,2.1,39.5,17.2,11.4,100.0,165.0,85.03,14.77,0.0,547.0,74.77,11.15,72.6267
Brooklyn,21K348,Gravesend,K,21,High School of Sports Management,2013,323,10.2,89.8,2.8,70.6,20.4,0.9,5.3,18.3,5.0,80.8,165.0,82.54,17.46,0.0,326.0,73.93,15.95,45.62740000000001
Brooklyn,21K410,West Brighton,K,21,Abraham Lincoln High School,2013,2313,41.7,58.3,16.8,36.9,23.2,0.9,22.2,14.3,14.7,67.6,165.0,84.87,15.04,0.04,3356.0,71.9,16.54,73.2426
Brooklyn,21K468,Gravesend,K,21,Kingsborough Early College School,2013,551,44.6,55.4,7.4,24.9,24.3,0.7,42.6,14.9,1.5,75.1,178.0,86.86,8.03,4.93,138.0,91.3,1.45,69.19489999999999
Brooklyn,21K525,Midwood,K,21,Edward R. Murrow High School,2013,4021,58.3,41.7,26.8,22.9,20.3,1.6,28.5,15.7,7.9,53.7,165.0,91.49,8.45,0.05,4623.0,80.01,8.22,75.30449999999999
Brooklyn,21K540,Gravesend,K,21,John Dewey High School,2013,1937,45.3,54.7,38.8,25.8,20.9,1.4,13.1,11.7,24.4,84.2,165.0,87.26,12.69,0.0,3159.0,75.53,9.62,72.18540000000002
Brooklyn,21K559,Gravesend,K,21,Life Academy High School for Film and Music,2013,260,58.5,41.5,4.6,51.9,26.5,0.4,16.5,19.2,3.1,88.1,165.0,85.1,14.51,0.0,239.0,84.1,10.46,63.1057
Brooklyn,21K572,Gravesend,K,21,Expeditionary Learning School for Community Leader,2013,276,45.7,54.3,15.9,20.7,42.4,2.2,18.8,17.0,17.4,79.7,165.0,83.33,16.3,0.0,228.0,71.93,17.98,71.62660000000001
Brooklyn,21K620,Brighton Beach,K,21,William E. Grady Career and Technical Education High School,2013,636,22.5,77.5,2.5,73.0,16.8,0.6,7.1,28.1,4.7,89.9,165.0,82.26,17.74,0.0,1353.0,63.34,21.21,43.317400000000006
Brooklyn,21K690,Bensonhurst West,K,21,Brooklyn Studio Secondary School,2013,902,48.6,51.4,15.1,5.4,23.7,0.1,55.7,18.0,12.2,75.6,179.0,84.88,9.41,5.6,822.0,74.33,14.72,60.78639999999999
Brooklyn,21K728,Seagate-Coney Island,K,21,Liberation Diploma Plus,2013,196,47.4,52.6,3.6,47.4,29.6,0.5,18.9,9.7,1.0,81.6,166.0,57.23,42.77,0.0,497.0,33.0,33.6,65.0666
Brooklyn,22K405,Flatbush,K,22,Midwood High School,2013,3877,55.7,44.3,33.1,31.4,12.0,0.8,22.7,5.8,3.8,49.0,165.0,93.71,6.24,0.03,4828.0,87.74,4.58,72.585
Brooklyn,22K425,Madison,K,22,James Madison High School,2013,3055,42.7,57.3,21.4,17.2,15.5,0.3,45.6,12.7,12.5,63.7,165.0,91.22,8.78,0.0,3908.0,74.56,15.51,69.265
Brooklyn,22K535,Manhattan Beach,K,22,Leon M. Goldstein High School for the Sciences,2013,1046,57.6,42.4,18.0,8.7,10.2,1.1,62.0,12.5,1.0,46.8,165.0,95.68,4.23,0.0,1290.0,96.98,1.01,56.5106
Brooklyn,22K555,Windsor Terrace,K,22,Brooklyn College Academy,2013,618,62.9,37.1,7.9,74.3,9.4,4.7,3.7,3.9,0.2,74.1,170.0,93.35,3.73,2.76,396.0,98.48,0.51,42.9296
Brooklyn,22K611,Sheepshead Bay,K,22,Origins High School,2013,85,49.4,50.6,14.1,38.8,20.0,7.1,20.0,12.9,14.1,84.7,171.0,87.78,11.11,0.0,,,,74.4534
Brooklyn,22K630,Sheepshead Bay,K,22,Professional Pathways High School,2013,105,41.0,59.0,9.5,45.7,32.4,0.0,12.4,17.1,4.8,84.8,165.0,68.87,31.13,0.0,,,,66.17739999999999
Brooklyn,23K493,Ocean Hill,K,23,Brooklyn Collegiate: A College Board School,2013,387,41.6,58.4,1.6,86.6,10.1,1.3,0.5,21.4,3.6,85.8,180.0,77.16,15.23,7.36,415.0,68.92,12.29,23.939299999999996
Brooklyn,23K514,Brownsville,K,23,Frederick Douglass Academy VII High School,2013,328,48.5,51.5,0.3,86.3,12.5,0.0,0.9,24.1,1.8,85.1,165.0,81.33,18.35,0.0,395.0,68.1,13.16,23.951599999999996
Brooklyn,23K644,Ocean Hill,K,23,Eagle Academy for Young Men II,2013,513,0.0,100.0,0.6,87.7,9.7,1.2,0.8,23.8,1.4,77.2,180.0,89.02,8.82,2.16,,,,22.121800000000004
Brooklyn,23K647,Brownsville,K,23,Metropolitan Diploma Plus High School,2013,188,58.5,41.5,0.5,86.2,11.2,0.5,1.6,10.1,1.6,87.8,166.0,68.99,30.38,0.0,557.0,47.22,25.31,24.410599999999995
Brooklyn,23K697,Brownsville,K,23,Teachers Preparatory High School,2013,458,64.0,36.0,0.0,85.2,13.8,0.4,0.7,17.0,2.2,79.7,180.0,77.97,15.2,6.61,473.0,78.44,8.25,25.498700000000007
Queens,24Q236,Elmhurst,Q,24,International High School for Health Sciences,2013,50,22.0,78.0,16.0,4.0,72.0,0.0,8.0,0.0,96.0,100.0,170.0,91.04,7.46,0.0,,,,44.800000000000004
Queens,24Q264,Hunters Point-Sunnyside,Q,24,Academy of Finance and Enterprise,2013,467,52.2,47.8,18.6,8.8,56.7,2.4,13.5,11.6,6.6,80.9,165.0,93.32,6.47,0.0,541.0,92.24,3.14,61.73699999999999
Queens,24Q267,Hunters Point-Sunnyside,Q,24,High School of Applied Communication,2013,421,57.5,42.5,15.4,12.1,57.7,2.6,12.1,16.2,10.0,77.2,165.0,87.92,11.84,0.0,388.0,80.15,9.28,61.33969999999999
Queens,24Q293,Elmhurst,Q,24,Civic Leadership Academy,2013,453,57.6,42.4,7.5,6.8,76.6,4.9,4.2,18.1,8.6,80.6,165.0,88.64,10.47,0.45,434.0,84.56,7.83,39.88300000000001
Queens,24Q296,Elmhurst,Q,24,Pan American International High School,2013,367,47.7,52.3,0.3,0.0,99.7,0.0,0.0,2.2,88.3,90.5,165.0,87.15,12.57,0.0,459.0,49.67,20.04,0.5981999999999932
Queens,24Q299,Hunters Point-Sunnyside,Q,24,Bard High School Early College Queens,2013,600,59.3,40.7,35.0,11.5,17.2,1.7,34.7,0.7,0.3,46.0,165.0,97.66,2.34,0.0,693.0,97.84,0.43,71.3993
Queens,24Q455,Elmhurst,Q,24,Newtown High School,2013,2074,42.7,57.3,25.6,8.7,60.4,1.3,4.0,11.5,31.7,72.5,165.0,84.91,14.74,0.3,3673.0,63.98,16.06,56.031000000000006
Queens,24Q485,Ridgewood,Q,24,Grover Cleveland High School,2013,1869,43.2,56.8,9.3,5.2,64.3,0.9,20.3,16.3,23.1,74.9,166.0,78.95,21.0,0.0,3288.0,61.65,19.25,53.390800000000006
Queens,24Q520,Hunters Point-Sunnyside,Q,24,Middle College High School at LaGuardia Community,2013,495,45.1,54.9,7.5,5.5,79.0,0.4,7.7,14.1,0.4,100.0,166.0,92.32,7.47,0.0,577.0,81.63,5.89,36.13049999999999
Queens,24Q530,Hunters Point-Sunnyside,Q,24,International High School at LaGuardia Community College,2013,503,51.7,48.3,41.0,3.0,44.7,0.2,11.1,1.6,72.8,100.0,166.0,92.74,7.26,0.0,551.0,74.23,9.07,61.8866
Queens,24Q550,Corona,Q,24,High School for Arts and Business,2013,887,56.3,43.7,8.9,7.7,78.6,1.6,3.3,14.2,11.6,100.0,165.0,89.87,10.01,0.0,890.0,84.94,8.54,36.700900000000004
Queens,24Q560,Hunters Point-Sunnyside,Q,24,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",2013,631,49.8,50.2,20.8,6.7,59.7,0.6,12.2,12.0,5.2,79.2,179.0,84.46,8.97,6.57,546.0,85.35,4.4,58.091800000000006
Queens,24Q585,Maspeth,Q,24,Maspeth High School,2013,751,55.1,44.9,16.5,2.8,45.8,0.4,34.5,10.8,3.2,70.2,165.0,93.03,6.84,0.0,,,,64.3186
Queens,24Q600,Hunters Point-Sunnyside,Q,24,Queens Vocational and Technical High School,2013,1514,39.6,60.4,10.4,5.9,76.1,0.2,7.5,12.5,4.8,85.0,165.0,89.06,10.87,0.0,1580.0,79.87,9.81,40.09530000000001
Queens,24Q610,Hunters Point-Sunnyside,Q,24,Aviation Career & Technical Education High School,2013,2231,17.0,83.0,29.1,6.1,51.6,2.2,10.9,6.7,2.6,100.0,165.0,95.25,4.71,0.0,2295.0,90.41,1.96,63.2977
Queens,25Q240,Flushing,Q,25,Veritas Academy,2013,124,52.4,47.6,16.9,14.5,52.4,7.3,8.9,18.5,9.7,74.2,167.0,91.2,8.0,0.0,,,,66.2588
Queens,25Q241,Flushing,Q,25,Queens High School for Language Studies,2013,70,50.0,50.0,67.1,8.6,21.4,1.4,1.4,5.7,38.6,92.9,165.0,94.94,5.06,0.0,,,,49.617500000000014
Queens,25Q252,Kew Gardens Hills,Q,25,"Queens School of Inquiry, The",2013,590,49.3,50.7,38.6,16.4,25.3,1.5,18.1,14.1,2.2,57.1,180.0,90.57,4.8,4.46,288.0,94.79,0.69,72.7113
Queens,25Q263,Murray Hill,Q,25,Flushing International High School,2013,412,41.5,58.5,58.7,2.4,35.2,1.0,2.7,2.2,86.4,97.3,165.0,93.58,6.17,0.0,461.0,70.07,14.1,53.0122
Queens,25Q281,Flushing,Q,25,East-West School of International Studies,2013,643,46.3,53.7,66.6,12.3,16.0,0.9,4.2,12.1,14.0,83.4,179.0,89.53,6.56,3.75,394.0,92.64,3.3,51.38700000000001
Queens,25Q285,Auburndale,Q,25,World Journalism Preparatory: A College Board Scho,2013,609,58.6,41.4,16.9,6.2,22.3,1.8,52.7,21.7,0.5,48.6,180.0,87.48,7.08,5.27,373.0,91.42,4.02,63.9813
Queens,25Q425,Kew Gardens Hills,Q,25,John Bowne High School,2013,3722,50.2,49.8,30.9,19.0,44.0,1.3,4.8,12.4,24.0,73.3,165.0,82.96,17.01,0.0,4442.0,68.73,15.22,67.2346
Queens,25Q460,Flushing,Q,25,Flushing High School,2013,2499,42.9,57.1,20.4,26.0,49.3,0.8,3.5,13.5,19.7,71.9,165.0,82.93,16.3,0.73,3740.0,60.43,18.96,64.64460000000001
Queens,25Q525,Kew Gardens Hills,Q,25,Townsend Harris High School,2013,1151,70.0,30.0,58.1,6.0,12.6,1.2,22.1,0.5,0.0,50.9,166.0,96.6,2.71,0.61,1347.0,100.0,0.0,59.39780000000001
Queens,25Q670,Kew Gardens Hills,Q,25,Robert F. Kennedy Community High School,2013,685,44.4,55.6,31.8,11.7,35.5,0.6,20.4,21.2,12.8,82.5,165.0,89.19,10.67,0.0,868.0,82.26,5.3,71.751
Queens,26Q415,Bayside-Oakland Gardens,Q,26,Benjamin N. Cardozo High School,2013,3628,52.0,48.0,44.7,18.5,19.2,1.7,16.0,10.8,5.6,55.7,165.0,92.21,7.76,0.0,5098.0,87.66,4.9,70.3213
Queens,26Q430,Auburndale,Q,26,Francis Lewis High School,2013,4058,49.4,50.6,52.7,7.7,23.8,1.5,14.3,12.7,13.7,75.3,166.0,91.64,8.34,0.0,5776.0,88.23,5.8,63.9024
Queens,26Q435,Bellerose,Q,26,Martin Van Buren High School,2013,2096,45.7,54.3,25.4,56.3,13.5,2.0,2.8,11.5,11.7,67.2,165.0,82.07,17.88,0.0,3426.0,59.31,18.53,59.9106
Queens,26Q495,Bayside-Bayside Hills,Q,26,Bayside High School,2013,3241,49.9,50.1,40.2,12.1,27.0,1.9,18.9,13.5,5.6,73.4,165.0,91.18,8.79,0.0,4369.0,91.97,4.42,71.4773
Queens,26Q566,Bellerose,Q,26,"Queens High School of Teaching, Liberal Arts and the Sciences",2013,1164,54.3,45.7,24.8,44.4,18.5,2.7,9.5,19.4,2.1,65.4,166.0,90.72,8.67,0.61,1412.0,90.23,2.83,69.7381
Queens,27Q260,Far Rockaway-Bayswater,Q,27,Frederick Douglass Academy VI High School,2013,412,40.3,59.7,2.4,59.7,36.4,0.7,0.7,18.2,6.1,78.2,166.0,75.93,24.07,0.0,529.0,66.54,12.48,51.042100000000005
Queens,27Q262,Breezy Point-Rockaway Park,Q,27,Channel View School for Research,2013,642,46.3,53.7,6.5,50.0,31.0,0.9,11.5,13.2,1.4,100.0,180.0,85.51,8.98,5.35,458.0,89.3,2.84,63.6369
Queens,27Q302,Far Rockaway-Bayswater,Q,27,"Queens High School for Information, Research, and",2013,322,42.5,57.5,3.7,54.0,39.1,0.3,2.8,17.4,14.0,82.0,165.0,86.65,13.04,0.0,333.0,67.87,21.62,55.33569999999999
Queens,27Q308,Ozone Park,Q,27,Robert H. Goddard High School of Communication Art,2013,598,54.2,45.8,29.1,7.2,43.1,2.2,18.4,15.1,3.8,81.3,164.0,91.76,8.07,0.0,522.0,88.89,7.28,69.0034
Queens,27Q309,Far Rockaway-Bayswater,Q,27,Academy of Medical Technology: A College Board School,2013,631,55.3,44.7,8.2,48.7,38.4,2.5,2.2,16.3,9.0,79.4,180.0,82.14,12.28,5.42,204.0,70.59,5.88,60.75419999999999
Queens,27Q323,Breezy Point-Rockaway Park,Q,27,Scholars' Academy,2013,1253,57.4,42.6,23.3,18.2,18.4,1.3,38.8,0.6,0.0,53.6,180.0,93.12,4.0,2.88,468.0,99.57,0.0,72.8018
Queens,27Q324,Breezy Point-Rockaway Park,Q,27,Rockaway Park High School for Environmental Sustai,2013,354,43.5,56.5,3.4,47.5,29.4,4.5,15.3,19.2,4.0,100.0,165.0,78.2,21.51,0.0,6.0,0.0,0.0,66.1349
Queens,27Q351,Breezy Point-Rockaway Park,Q,27,Rockaway Collegiate High School,2013,312,49.0,51.0,3.5,57.1,33.7,2.2,3.5,20.5,5.8,100.0,165.0,79.62,20.38,0.0,,,,55.745599999999996
Queens,27Q400,Springfield Gardens North,Q,27,August Martin High School,2013,853,43.7,56.3,7.5,80.3,10.4,1.2,0.6,22.4,5.9,74.1,165.0,78.35,21.53,0.0,1413.0,47.84,20.59,33.857000000000006
Queens,27Q475,Richmond Hill,Q,27,Richmond Hill High School,2013,2225,43.7,56.3,30.2,15.5,47.4,2.7,4.2,17.1,19.4,83.3,165.0,83.02,16.98,0.0,3803.0,63.08,19.93,65.7602
Queens,27Q480,South Ozone Park,Q,27,John Adams High School,2013,2838,44.1,55.9,26.0,26.1,38.6,6.0,3.3,14.7,18.7,88.1,165.0,80.97,19.0,0.0,4944.0,57.67,23.85,71.0594
Queens,27Q650,Richmond Hill,Q,27,"High School for Construction Trades, Engineering and Architecture",2013,946,29.7,70.3,35.2,10.5,39.3,3.4,11.6,9.9,0.4,68.7,165.0,94.06,5.94,0.0,1078.0,97.4,1.58,69.601
Queens,28Q167,Forest Hills,Q,28,Metropolitan Expeditionary Learning School,2013,605,46.0,54.0,17.9,17.5,37.5,4.3,22.8,19.8,1.8,60.5,180.0,91.9,4.79,2.98,,,,74.2876
Queens,28Q284,South Jamaica,Q,28,York Early College Academy,2013,592,53.5,46.5,28.5,57.9,9.1,3.7,0.7,7.4,0.7,76.5,180.0,91.65,3.92,4.09,144.0,90.28,0.0,57.38350000000001
Queens,28Q310,Briarwood-Jamaica Hills,Q,28,Queens Collegiate: A College Board School,2013,647,53.3,46.7,24.1,52.9,18.2,2.5,2.3,14.2,9.4,87.9,180.0,85.27,9.46,5.12,357.0,82.63,3.92,62.78
Queens,28Q325,Briarwood-Jamaica Hills,Q,28,Hillside Arts & Letters Academy,2013,420,54.5,45.5,27.4,40.7,22.1,5.5,4.3,10.2,11.2,74.0,165.0,86.76,13.0,0.0,,,,70.556
Queens,28Q328,Briarwood-Jamaica Hills,Q,28,High School for Community Leadership,2013,357,45.1,54.9,21.6,45.4,28.0,2.2,2.8,14.0,21.0,88.0,168.0,80.45,18.13,1.13,2.0,0.0,0.0,66.756
Queens,28Q350,Briarwood-Jamaica Hills,Q,28,Jamaica Gateway to the Sciences,2013,396,52.3,47.7,38.6,41.7,12.4,5.8,1.5,10.4,6.6,80.3,165.0,91.23,8.52,0.0,160.0,95.62,1.25,65.815
Queens,28Q440,Forest Hills,Q,28,Forest Hills High School,2013,3800,52.3,47.7,25.5,9.2,32.1,1.7,31.5,11.9,7.3,65.1,165.0,89.49,10.38,0.08,5193.0,87.25,7.22,72.3956
Queens,28Q505,Briarwood-Jamaica Hills,Q,28,Hillcrest High School,2013,3231,54.7,45.3,36.9,32.4,25.7,1.8,3.2,10.1,14.2,80.7,165.0,89.16,10.78,0.0,4035.0,75.61,14.13,69.1466
Queens,28Q620,Briarwood-Jamaica Hills,Q,28,Thomas A. Edison Career and Technical Education Hi,2013,2168,36.1,63.9,50.1,21.7,21.6,2.7,3.8,11.4,1.3,78.0,165.0,92.65,7.3,0.0,2841.0,86.13,5.77,65.3081
Queens,28Q680,Flushing Heights-Hillcrest,Q,28,Queens Gateway to Health Sciences Secondary School,2013,811,60.5,39.5,38.5,42.4,13.8,1.7,3.6,6.2,0.6,74.5,180.0,90.45,4.09,5.33,559.0,97.85,0.36,65.137
Queens,28Q686,Forest Hills,Q,28,Queens Metropolitan High School,2013,1139,49.2,50.8,11.3,3.8,44.2,3.2,37.5,15.5,3.4,61.5,166.0,89.46,10.45,0.0,10.0,0.0,0.0,64.8774
Queens,28Q687,Jamaica,Q,28,Queens High School for the Sciences at York Colleg,2013,419,48.0,52.0,74.2,6.7,10.0,2.6,6.4,0.0,0.0,62.3,165.0,97.13,2.63,0.0,513.0,99.22,0.0,43.017500000000005
Queens,28Q690,Baisley Park,Q,28,High School for Law Enforcement and Public Safety,2013,565,46.4,53.6,11.3,66.2,18.4,2.8,1.2,19.5,2.3,70.1,165.0,88.75,10.89,0.0,636.0,77.04,8.96,51.4203
Queens,28Q896,Briarwood-Jamaica Hills,Q,28,"Young Women's Leadership School, Queens",2013,555,100.0,0.0,26.5,51.9,16.2,3.1,2.3,12.1,1.4,100.0,180.0,87.89,7.16,4.77,257.0,92.61,1.95,63.267999999999994
Queens,29Q243,Cambria Heights,Q,29,Institute for Health Professions at Cambria Height,2013,82,58.5,41.5,9.8,76.8,11.0,0.0,2.4,11.0,7.3,79.3,170.0,88.24,10.59,0.0,,,,38.7896
