BN,School_Year,Curr_1,Pedagogy_1,Assessment_1,PosLearningEnv_2,HighExpect_2,LeveragingResources_3,GoalsActionPlans_3,TeacSuppSupervision_3,TeachTeamsLeaderDevelop_3,MonitoringRevisingSystems_3,Ave_1_InstructionalCore,Ave_2_SchoolCulture,Ave_3_SysForImprovement
K519,2011,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0
K588,2011,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.5,2.8
K627,2011,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.33,1.0,2.4
M051,2011,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.33,1.0,1.2
M206,2011,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.33,1.0,2.0
M285,2011,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0
Q087,2011,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.67,1.0,1.6
Q126,2011,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,2.0
X097,2011,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.5,1.8
X412,2011,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,4.0
M292,2011,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.67,2.5,2.4
X377,2011,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.33,2.5,2.4
K006,2011,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.67,1.0,1.0
K212,2011,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.33,1.0,1.4
K349,2011,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.5,3.0
K531,2011,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.33,1.5,1.4
K577,2011,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.8
M187,2011,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.5,1.6
Q055,2011,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,1.5,3.0
Q084,2011,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5,1.8
Q093,2011,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.6
Q333,2011,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
Q445,2011,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.67,2.0,2.6
X051,2011,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.8
X440,2011,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.67,2.0,2.8
K011,2011,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,1.5,2.0
K044,2011,2.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.67,2.0,2.2
K205,2011,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.6
M041,2011,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0
Q189,2011,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,1.0,1.0
X049,2011,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.5,2.6
X066,2011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
X321,2011,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.5,2.8
X370,2011,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.33,2.0,2.4
X547,2011,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,2.5,3.0
K543,2011,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.67,1.0,1.2
M448,2011,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.5,1.8
M586,2011,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.6
Q169,2011,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.2
K081,2011,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
K110,2011,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.5,1.4
K162,2011,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.5,1.2
K307,2011,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
K605,2011,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.67,2.0,2.2
Q079,2011,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.33,1.5,1.2
Q094,2011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.4
Q181,2011,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Q210,2011,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.67,2.0,1.8
Q670,2011,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,2.33,2.0,2.2
X119,2011,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
X276,2011,4.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.33,2.0,2.8
X530,2011,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.5,2.4
K086,2011,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
K169,2011,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.67,1.0,1.4
M180,2011,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,1.0,1.0
R035,2011,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.33,1.0,1.8
K207,2011,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.33,1.0,1.4
K620,2011,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
K811,2011,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.67,2.0,2.2
Q065,2011,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.67,2.0,1.2
Q206,2011,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.33,2.5,1.6
X117,2011,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.2
X308,2011,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.6
X386,2011,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.67,2.5,2.6
K171,2011,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.67,3.5,2.8
M089,2011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
M375,2011,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.4
M497,2011,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.67,1.0,1.4
Q252,2011,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.67,1.0,1.6
K303,2011,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.5,2.2
X080,2011,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
M034,2011,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.67,1.0,1.2
Q036,2011,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Q038,2011,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.67,1.0,1.8
Q230,2011,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.67,1.5,1.8
X061,2011,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.33,1.0,1.4
K126,2011,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.33,3.0,2.4
M322,2011,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.4
M520,2011,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.2
Q204,2011,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5,1.8
X016,2011,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.67,2.0,2.4
X131,2011,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,1.5,2.0
K113,2011,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
K158,2011,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.67,2.0,2.4
K229,2011,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.67,2.0,2.0
K321,2011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.2
K329,2011,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,1.5,2.0
K522,2011,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.2
M075,2011,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,2.0,2.0
M129,2011,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.67,1.0,2.4
Q045,2011,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,2.0
R063,2011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
X022,2011,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.2
X132,2011,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.67,2.0,2.2
X157,2011,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.67,1.0,2.0
X381,2011,3.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.4
X439,2011,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.33,2.0,2.4
K245,2011,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.67,1.0,1.8
M169,2011,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.2
Q185,2011,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.33,2.0,1.8
X340,2011,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,1.0,1.0
Q125,2011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.2
K166,2011,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.67,2.5,2.8
K246,2011,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.33,2.0,2.0
K308,2011,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.4
M151,2011,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.6
Q067,2011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q233,2011,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0
Q460,2011,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.33,2.5,3.0
X075,2011,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
K228,2011,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.67,1.0,1.8
K244,2011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K408,2011,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.4
R041,2011,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.33,2.0,1.6
X144,2011,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.33,2.5,3.2
K505,2011,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.5,1.4
M063,2011,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.33,1.0,1.6
Q072,2011,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.4
X273,2011,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.67,2.0,2.4
M630,2011,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
K120,2011,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.33,1.5,1.0
K005,2011,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.67,1.5,2.0
K218,2011,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.33,4.0,3.6
K251,2011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K396,2011,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.5,3.4
K670,2011,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
M030,2011,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.2
M161,2011,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.67,1.0,1.2
M191,2011,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.5,2.2
M311,2011,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.33,1.0,1.2
M580,2011,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.33,1.5,1.4
M670,2011,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.33,1.0,1.6
Q064,2011,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.8
Q182,2011,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.67,1.0,1.2
X186,2011,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,2.5,2.8
X278,2011,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.2
X366,2011,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.67,2.0,2.4
K238,2011,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.33,1.0,1.8
K335,2011,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.4
K377,2011,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.67,3.0,2.4
K610,2011,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.67,2.0,2.2
M409,2011,4.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,3.33,2.5,3.4
Q143,2011,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.33,1.5,1.4
Q166,2011,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.5,1.4
X212,2011,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.67,1.5,2.0
X295,2011,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5,1.8
X375,2011,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.33,2.5,2.2
K493,2011,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.67,1.0,1.4
M171,2011,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,1.0,1.0
M615,2011,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.33,2.0,1.8
Q158,2011,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.5,1.2
K454,2011,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.67,2.0,2.6
K001,2011,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.67,1.5,1.4
K008,2011,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.33,1.0,1.8
K272,2011,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.67,2.0,2.4
K534,2011,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.33,2.0,1.8
M006,2011,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.67,1.0,1.4
M150,2011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
M313,2011,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.5,1.6
M328,2011,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.33,1.5,1.0
M811,2011,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Q032,2011,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.5,2.6
Q033,2011,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.8
Q174,2011,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.33,1.0,1.2
Q193,2011,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
X068,2011,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.67,2.0,2.4
K038,2011,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.6
K039,2011,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.33,1.0,1.2
K230,2011,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.67,1.0,1.0
K354,2011,2.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.33,2.0,1.6
K393,2011,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.5,3.4
K506,2011,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.33,1.0,1.2
M140,2011,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.4
Q124,2011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R037,2011,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.33,1.5,2.2
X036,2011,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.33,1.0,1.8
X195,2011,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.2
M245,2011,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.33,1.0,1.2
Q030,2011,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.33,3.0,2.8
M152,2011,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.67,1.5,2.0
X369,2011,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.4
X126,2011,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.67,2.0,2.6
Q220,2011,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.33,1.5,1.4
R007,2011,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.33,1.0,1.4
X413,2011,1.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.2
M300,2011,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.5,2.2
Q600,2011,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.33,1.5,1.0
X334,2011,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5,1.8
X473,2011,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.33,1.0,1.8
K616,2011,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.67,1.5,1.6
K647,2011,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.33,1.5,1.8
M680,2011,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.33,2.5,2.4
K361,2011,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.6
K656,2011,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.2
M500,2011,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.67,2.0,2.2
M505,2011,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.67,1.0,2.4
Q251,2011,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.67,1.5,1.8
Q496,2011,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.5,2.4
X125,2011,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.6
K659,2011,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
K215,2011,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.5,2.4
K336,2011,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.67,2.5,2.8
K502,2011,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.33,2.0,2.4
M468,2011,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
Q091,2011,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.33,1.5,1.6
Q115,2011,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.67,1.0,1.8
Q127,2011,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.33,2.0,1.6
X019,2011,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.5,2.2
X161,2011,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.67,2.0,2.2
X168,2011,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.33,1.0,2.4
K382,2011,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.4
M539,2011,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.67,1.0,1.8
M605,2011,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.33,1.5,1.6
Q147,2011,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.33,3.0,2.0
Q209,2011,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.33,1.0,1.4
K013,2011,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.5,2.6
K151,2011,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.6
K312,2011,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.33,1.0,1.2
M721,2011,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.67,1.5,2.0
Q494,2011,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0
R044,2011,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.6
K200,2011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.2
K250,2011,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.67,2.0,1.8
K276,2011,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.67,1.5,2.2
K298,2011,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.5,2.4
K429,2011,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,2.0
M189,2011,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.5,1.8
Q202,2011,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.6
R373,2011,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.33,1.5,2.2
X130,2011,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0
X230,2011,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.67,2.0,2.4
X382,2011,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,2.0
K115,2011,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.33,1.5,2.0
K267,2011,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0
K268,2011,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.6
K477,2011,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
K484,2011,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.33,2.0,2.6
